id,title,cuisine,difficulty,total_time,variant_type,protein_type,base_recipe,tags,issues
ad0c0942-f53e-46d6-a42b-0949ad4fb653,Kakka Orotti Recipe - Steamed Mini Rice Balls in Chicken Gravy,indian,hard,6,standard,non_veg,Kakka Orotti Recipe - Steamed Mini Rice Balls in Chicken Gravy,indian|rice|main|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
539803ea-e566-4000-8858-943d9a6f6fff,Kerala Thenga Chammanthi Recipe- Coconut Onion Chutney,indian,easy,6,standard,vegetarian,Kerala Thenga Chammanthi Recipe- Coconut Onion Chutney,indian|side|south_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free,nonveg_tags_without_meat_words
60f9df78-1863-4e18-98ff-9b5fb0984aaa,Guava And Papaya Mimosa Drink Recipe,indian,easy,10,standard,vegetarian,Guava And Papaya Mimosa Drink Recipe,indian|main|south_indian|sour|savory|non-veg|gluten_free|dairy_free|nut_free,nonveg_tags_without_meat_words
4f32be27-1799-468f-9694-e8f58730a652,Sundried Tomato Pesto Recipe,indian,easy,10,standard,vegetarian,Sundried Tomato Pesto Recipe,indian|main|spicy|savory|non-veg|gluten_free|halal,nonveg_tags_without_meat_words
5599c0be-58d3-4a45-ae07-ab13c95b12e2,Apple Tea Latte Recipe,indian,easy,12,standard,vegetarian,Apple Tea Latte Recipe,indian|main|savory|non-veg|gluten_free,nonveg_tags_without_meat_words
9c04374f-02e1-4f57-9df0-a549e2c87dc8,Khamang Kakdi Recipe - Khamang Kakdi Recipe,indian,medium,12,standard,vegetarian,Khamang Kakdi Recipe - Khamang Kakdi Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free,nonveg_tags_without_meat_words
206ef089-9d76-4b67-8e5a-e7bb49e6f1d1,Khamang Kakdi Recipe - Maharashtrian Cucumber Salad,indian,easy,12,standard,vegetarian,Khamang Kakdi Recipe - Maharashtrian Cucumber Salad,indian|main|spicy|sour|savory|non-veg|gluten_free,nonveg_tags_without_meat_words
fea0937c-1fda-4481-a0db-55d8520c1a27,Akoori with Green Peas Recipe (Parsi Style Scrambled Eggs with Green Peas),indian,medium,15,standard,non_veg,Akoori with Green Peas Recipe (Parsi Scrambled Eggs with Green Peas),indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
7a07efab-ff15-41f1-9600-490c0d1242e4,Basil & Cherry Tomato Omelette Recipe,indian,easy,15,standard,vegetarian,Basil & Cherry Tomato Omelette Recipe,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
3b7a34db-bbe3-4480-8973-482a8852b96e,Bullseye On Toast Recipe,indian,easy,15,standard,vegetarian,Bullseye On Toast Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
87f456d0-df36-4894-b277-5d00592526b6,Classic Caesar Salad Recipe,indian,hard,15,standard,vegetarian,Classic Caesar Salad Recipe,indian|main|spicy|sweet|sour|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
f6ea17ce-a6c7-4feb-a29a-af06214ea624,Egg White Spinach Omelette Recipe With Garlic & Oregano,indian,easy,15,standard,non_veg,Egg White Spinach Omelette Recipe With Garlic & Oregano,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
afa7c71c-60b5-4084-8294-68d44ddbb70a,Eggless Bread Omelette Recipe,indian,medium,15,standard,non_veg,Eggless Bread Omelette Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
31f67714-1b93-408c-b28e-f6ad823d61ed,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,indian,easy,15,standard,vegetarian,Kothamalli Thogayal Recipe | Coriander Leaves Chutney,indian|side|south_indian|spicy|sweet|sour|savory|non-veg|gluten_free|dairy_free|nut_free,nonveg_tags_without_meat_words
58bd5f73-239e-4899-b2bd-7845c0efe3a1,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),indian,easy,15,standard,vegetarian,Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),indian|side|south_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free,nonveg_tags_without_meat_words
ff94c9dd-5e93-4ffc-9a29-fe39bf5e3803,Microwaved Egg-Omelette-In-A-Mug Recipe,indian,easy,15,standard,non_veg,Microwaved Egg-Omelette-In-A-Mug Recipe,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
f64c8bdb-2614-463e-aeb0-581d82b64b36,Oats Omelette Recipe,indian,easy,15,standard,vegetarian,Oats Omelette Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
f1c26750-6e28-412c-8398-cfaecf353724,Spicy Thai Style Tofu With Quinoa Recipe,indian,medium,15,standard,vegetarian,Spicy Thai Tofu With Quinoa Recipe,indian|main|spicy|sweet|sour|savory|non-veg|dairy_free|halal,nonveg_tags_without_meat_words
6fd850a9-68d5-4039-a290-65389398860b,Russian Radish Cucumber Salad Recipe,indian,easy,16,standard,vegetarian,Russian Radish Cucumber Salad Recipe,indian|main|sour|savory|non-veg|gluten_free|halal,nonveg_tags_without_meat_words
72e75b89-45ff-4ae9-9090-8e33d6e5842e,Pachai Mor Kuzhambu Recipe,indian,medium,17,standard,vegetarian,Pachai Mor Kuzhambu Recipe,indian|main|south_indian|spicy|sour|savory|non-veg|gluten_free|nut_free,nonveg_tags_without_meat_words
3c76ac16-8272-43ca-96e0-6dd11e73081b,Open Bean and Veggies Burrito Muffin Recipe,indian,medium,18,standard,non_veg,Open Bean and Veggies Burrito Muffin Recipe,indian|main|spicy|sour|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
94ab4527-04bc-4428-b2f4-e0664ecf57d7,And fish soup recipe - Bengali style fish in tomato gravy,indian,hard,20,standard,non_veg,And fish soup recipe - Bengali fish in tomato gravy,indian|curry|bengali|main|spicy|sweet|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
1b53e8ee-a52a-4739-910c-93cf66465906,Assamese Narasingh Masor Jhol Recipe (Fish In Curry Leaves Gravy),indian,easy,20,standard,non_veg,Assamese Narasingh Masor Jhol Recipe (Fish In Curry Leaves Gravy),indian|curry|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
3ee182b0-e5fe-494f-b0c8-d1fb28fc5f35,Avocado Cheese Chilli Toast Recipe,indian,easy,20,standard,vegetarian,Avocado Cheese Chilli Toast Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
487558ee-1963-425c-ae13-4a8f68897731,Beetroot Pancake Recipe,indian,easy,20,standard,vegetarian,Beetroot Pancake Recipe,indian|main|sweet|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
32edc591-24e7-4370-aa42-803379f2d1cc,Caramelized Banana French Toast Recipe,indian,easy,20,standard,vegetarian,Caramelized Banana French Toast Recipe,indian|main|sweet|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
cdf7b59b-06ff-464c-a09e-2df528762dde,Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,indian,easy,20,standard,non_veg,Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,indian|main|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
e209f534-9118-467d-b013-3b8ba10b965f,Chinese Fried Rice Recipe With Chicken And Shredded Lettuce,indian,easy,20,standard,non_veg,Chinese Fried Rice Recipe With Chicken And Shredded Lettuce,indian|rice|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
0dab07d8-0618-4251-87b7-728917cb9255,Cream Cheese Scrambled Eggs Recipe,indian,easy,20,standard,non_veg,Cream Cheese Scrambled Eggs Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
732162da-99e3-497b-9d8b-a3e16402481e,Creamy Indian Butter Fish Recipe - Creamy Pabda Fish,indian,easy,20,standard,non_veg,Creamy Indian Butter Fish Recipe - Creamy Pabda Fish,indian|main|bengali|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
7d441419-71ba-4a2b-bc12-ffb9c180f010,Crispy Vegetable Tempura Recipe,indian,easy,20,standard,vegetarian,Crispy Vegetable Tempura Recipe,indian|main|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
250b47d5-dcf1-46ba-9aab-82793df8c5d1,Crunchy Creamy Coleslaw Recipe,indian,easy,20,standard,vegetarian,Crunchy Creamy Coleslaw Recipe,indian|main|spicy|sour|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
696c6a43-0309-4958-a654-1d3bb0617fdf,Egg Bhurji Stuffed Pita Pockets Recipe,indian,hard,20,standard,non_veg,Egg Bhurji Stuffed Pita Pockets Recipe,indian|main|spicy|sour|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
f3776dd8-5ea7-4b33-bb24-e0876e41db2e,Egg Scramble With Drumstick Leaves Recipe,indian,easy,20,standard,non_veg,Egg Scramble With Drumstick Leaves Recipe,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
e420768f-e2ff-41c1-bdaa-13ddba94c0ef,Egg and Cheesy Garlic Mayo Sandwich,indian,easy,20,standard,non_veg,Egg and Cheesy Garlic Mayo Sandwich,indian|main|spicy|sour|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
121ab5fe-b0a3-4aec-8f87-98bf5f1ecd38,French Toast Recipe With Oven Roasted Streaky Bacon,indian,easy,20,standard,vegetarian,French Toast Recipe With Oven Roasted Streaky Bacon,indian|main|sweet|savory|non-veg|nut_free,nonveg_tags_without_meat_words
d3c09046-1d98-43e0-bc81-2998118af8cf,Garlic Red Chicken Gravy Recipe,indian,medium,20,standard,non_veg,Garlic Red Chicken Gravy Recipe,indian|curry|north_indian|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
cb4cde8c-7111-4bb1-a541-1c965e9342ba,Grilled Cheese Sandwich Recipe With Scrambled Eggs,indian,medium,20,standard,non_veg,Grilled Cheese Sandwich Recipe With Scrambled Eggs,indian|main|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
09b29d22-f3a4-48f9-8eb3-14c30ceb483d,Grilled Herring With Kasundi Mustard And Wild Celery Recipe,indian,easy,20,standard,vegetarian,Grilled Herring With Kasundi Mustard And Wild Celery Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
debb14a1-82c2-4dc1-a10d-44de70541151,Kaleji Ka Faal Recipe-Mutton Liver Pepper Fry,indian,easy,20,standard,non_veg,Kaleji Ka Faal Recipe-Mutton Liver Pepper Fry,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
ea3b8df8-7b09-4414-a4d6-9997ee9417e1,Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,indian,easy,20,standard,vegetarian,Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,indian|main|south_indian|sweet|savory|non-veg|dairy_free|nut_free,nonveg_tags_without_meat_words
39b113ae-568d-4f04-81d7-d66e8f0eaf91,Kerala Style Puttu Upma Recipe With Scrambled Eggs,indian,easy,20,standard,non_veg,Kerala Puttu Upma Recipe With Scrambled Eggs,indian|main|south_indian|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
727eb3fe-11c1-4d00-9fff-edd64cc5e5b7,Masala Omelette Sliders Recipe - High Protein Breakfast,indian,medium,20,standard,vegetarian,Masala Omelette Sliders Recipe - High Protein Breakfast,indian|curry|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
60c06793-a2f3-41d7-826e-3ebf67147ca6,Menthi Vankaya Recipe - Andhra Style Fenugreek Spiced Baingan,indian,hard,20,standard,vegetarian,Menthi Vankaya Recipe - Andhra Fenugreek Spiced Baingan,indian|main|south_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|halal,nonveg_tags_without_meat_words
de79b279-d138-4022-8e01-f477c672d2cc,Muesli Banana Fritters Recipe,indian,easy,20,standard,vegetarian,Muesli Banana Fritters Recipe,indian|main|savory|non-veg|gluten_free|nut_free,nonveg_tags_without_meat_words
eb8443b7-ab7c-452c-bcbb-5ea56d31ce66,Mushroom Masala Cheese Omelette Recipe,indian,easy,20,standard,vegetarian,Mushroom Masala Cheese Omelette Recipe,indian|curry|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
e1f77d9c-1bc2-4a8c-8dec-eb240afdd337,"Mushroom, Spinach & Herbs Frittata with Egg White Recipe",indian,medium,20,standard,non_veg,"Mushroom, Spinach & Herbs Frittata with Egg White Recipe",indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
6a99c77e-c409-4b1d-806e-e1b285357a91,Nando's Peri Peri Chicken Recipe,indian,easy,20,standard,non_veg,Nando's Peri Peri Chicken Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words|slow_keyword_but_short_total_time
9b5380c7-96c6-47d3-b8c5-391caa962454,Onion And Parmesan Toast Recipe,indian,easy,20,standard,vegetarian,Onion And Parmesan Toast Recipe,indian|main|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
8caf42d9-26f0-4eae-a79f-7e0b6d66af8f,Parsi Steel Paneer Recipe with Charwell Ed - Sacrambled Eggs with Paneer Recipe,indian,easy,20,standard,non_veg,Parsi Steel Paneer Recipe with Charwell Ed - Sacrambled Eggs with Paneer Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
43bfb1d5-cc08-4a9d-a3e4-d10615640e7d,Quick Masala French Toast Recipe,indian,easy,20,quick,vegetarian,Masala French Toast Recipe,indian|curry|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
f6bf8248-c815-4e58-adf4-2333b51ac9b0,Restaurant Style Chicken 555 Recipe,indian,easy,20,standard,non_veg,Restaurant Chicken 555 Recipe,indian|main|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
2c5fb4be-f28f-4574-b6f2-70ed10945934,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Style Lauki Curry,indian,medium,20,standard,vegetarian,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Lauki Curry,indian|curry|south_indian|main|spicy|savory|non-veg|gluten_free|nut_free,nonveg_tags_without_meat_words
90b12995-c10d-489d-ae42-74b9ba7520b9,Spinach Open Toast With Fried Egg Recipe,indian,medium,20,standard,non_veg,Spinach Open Toast With Fried Egg Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
8eb99579-bac4-4bde-88b1-f89e9724cc11,Thai Style Kai Jeow Moo Sab Recipe - Omelette with minced Chicken,indian,easy,20,standard,non_veg,Thai Kai Jeow Moo Sab Recipe - Omelette with minced Chicken,indian|main|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
fe6eed71-32c8-4992-8a30-6c7ffd5debaa,Tomato and Zucchini Frittata Recipe,indian,easy,20,standard,vegetarian,Tomato and Zucchini Frittata Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
84f6f966-d17b-42de-98c1-7b1a556294a7,Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe,indian,easy,20,standard,vegetarian,Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe,indian|main|savory|non-veg|halal,nonveg_tags_without_meat_words
e2a31e39-1bad-4ebb-a8ca-88173726cdc5,"Bacon, Caramelised Onions And Cheese Crepes Recipe",indian,medium,22,standard,vegetarian,"Bacon, Caramelised Onions And Cheese Crepes Recipe",indian|main|spicy|sweet|savory|non-veg|nut_free,nonveg_tags_without_meat_words
f77d05a3-700e-458a-a083-757e8407e670,Eggless Double Chocolate Sugar Bite Cookies Recipe,indian,medium,22,standard,non_veg,Eggless Double Chocolate Sugar Bite Cookies Recipe,indian|main|sweet|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
0b65d601-1fc2-4790-8ac6-2762f3879fad,Asian Style Honey Chicken With Vegetables Recipe,indian,medium,25,standard,non_veg,Asian Honey Chicken With Vegetables Recipe,indian|main|spicy|sweet|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
ae8a771d-7012-4558-adcb-3cdef197294e,Assamese Fish Fried Rice (Recipe In Hindi),indian,hard,25,standard,non_veg,Assamese Fish Fried Rice (Recipe In Hindi),indian|rice|main|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
e1f45519-cd7c-4442-a610-38d83feb4215,Assamese Fish Fried Rice Recipe,indian,hard,25,standard,non_veg,Assamese Fish Fried Rice Recipe,indian|rice|main|sour|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
5aea2586-d6ca-4737-a199-395e8ab29c0d,Avocado Egg Sandwich Recipe,indian,easy,25,standard,non_veg,Avocado Egg Sandwich Recipe,indian|main|spicy|sour|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
3930e6bf-edf2-470f-9051-b1655093943f,Baingan Sarson Ka Saag Recipe,indian,medium,25,standard,vegetarian,Baingan Sarson Ka Saag Recipe,indian|main|north_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
de4fe82d-bf5c-4b33-bd18-df363fa4362a,Beans Muttai Poriyal Recipe - Chettinad Egg Scramble with Beans,indian,easy,25,standard,non_veg,Beans Muttai Poriyal Recipe - Chettinad Egg Scramble with Beans,indian|main|south_indian|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
76e2ea5e-dcbf-466c-8017-457427526032,Beetroot Rosti Recipe,indian,medium,25,standard,vegetarian,Beetroot Rosti Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
2f205454-7849-46ab-8d87-d88aa7bcbfea,Biryani Chammanthi Recipe (Green Chutney Recipe),indian,easy,25,standard,vegetarian,Biryani Chammanthi Recipe (Green Chutney Recipe),indian|rice|south_indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free,nonveg_tags_without_meat_words
96e5c067-bc92-465a-8063-5649144136ee,Brinjal Capsicum Sabji Recipe,indian,medium,25,standard,vegetarian,Brinjal Capsicum Sabji Recipe,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
373cf12a-1943-48c7-bd51-326ae372d730,Cheese Masala Omelette Recipe,indian,medium,25,standard,vegetarian,Cheese Masala Omelette Recipe,indian|curry|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
753ee606-8929-4868-a031-e10f5f7dc772,Cheesy Masala Omelette Recipe With Roasted Vegetables,indian,medium,25,standard,vegetarian,Cheesy Masala Omelette Recipe With Roasted Vegetables,indian|curry|main|spicy|sweet|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
6109e7b0-33d7-4b9a-b793-de3977f9f838,Chettinad Style Chickens Togayal Recipe (Horsegram Chutney),indian,medium,25,standard,non_veg,Chettinad Chickens Togayal Recipe (Horsegram Chutney),indian|side|south_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
56cb0cf8-8888-4820-b501-c50b98ffbd36,Chicken In White Gravy Recipe,indian,easy,25,standard,non_veg,Chicken In White Gravy Recipe,indian|curry|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
38269743-06b0-4435-a922-3e7a298eae6c,Chicken Masala Fry Recipe,indian,easy,25,standard,non_veg,Chicken Masala Fry Recipe,indian|curry|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
5af6868e-4bd9-47ef-98a1-c060a10ff052,Chicken Sandwich With Sweet Corn Recipe,indian,easy,25,standard,non_veg,Chicken Sandwich With Sweet Corn Recipe,indian|dessert|spicy|sweet|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
3146de92-32d3-468d-9ed4-117e700e86d9,Chicken Tikki Recipe,indian,hard,25,standard,non_veg,Chicken Tikki Recipe,indian|main|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
90d4d4b1-40b9-4895-a0d4-08a163986ada,Chicken Tikki Recipe - Chicken Cutlet,indian,medium,25,standard,non_veg,Chicken Tikki Recipe - Chicken Cutlet,indian|snack|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
dbc4198f-fd3e-4d40-b4d8-21ccd0b47533,Chicken With Mushroom Sauce Recipe,indian,medium,25,standard,non_veg,Chicken With Mushroom Sauce Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
fead361a-420d-427f-834e-365f5a4304c8,Chinese Egg Drop Soup Recipe (With Vegetarian Option),indian,easy,25,standard,non_veg,Chinese Egg Drop Soup Recipe (With Vegetarian Option),indian|main|spicy|sour|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
0a44de2a-9cb7-435b-b30f-87c0edabedb2,Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage Recipe,indian,easy,25,standard,vegetarian,Chinese Sweet And Spicy Broccoli Stir Fry With Sausage Recipe,indian|dessert|spicy|sweet|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
3bee2bc2-0c2a-4c6a-8fdc-acc1dcb4aeb5,Crispy Pan Fried Pomfret Recipe,indian,medium,25,standard,vegetarian,Crispy Pan Fried Pomfret Recipe,indian|main|spicy|sour|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
85cce16f-039a-404e-b87b-3bf8e2453122,Crispy and Spicy Chilli Chicken Recipe - Indian Style,indian,medium,25,standard,non_veg,Crispy and Spicy Chilli Chicken Recipe - Indian,indian|main|spicy|sour|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
103fe02f-3fe0-4c0d-a9ce-fc355bd0e8e8,Dhugare Baingan Recipe - Dhungare Baingan Recipe,indian,medium,25,standard,vegetarian,Dhugare Baingan Recipe - Dhungare Baingan Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
2cc0ee63-db69-4ec5-9e47-f27de5ba8e0a,Dhungare Baingan Recipe,indian,medium,25,standard,vegetarian,Dhungare Baingan Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
adf68187-3e56-40aa-b3be-2642efc8fa94,Doi Ilish Recipe - Bengali Style Hilsa In Yogurt Gravy Recipe,indian,medium,25,standard,vegetarian,Doi Ilish Recipe - Bengali Hilsa In Yogurt Gravy Recipe,indian|curry|bengali|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
9388a9c4-dfc1-4e71-aa82-60640c856649,Egg And Harissa Sandwich Recipe,indian,easy,25,standard,non_veg,Egg And Harissa Sandwich Recipe,indian|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
9b5fb130-facb-4d7c-94c7-633643f073f7,Egg Salad Recipe With Sun Dried Tomatoes And Scallions,indian,easy,25,standard,non_veg,Egg Salad Recipe With Sun Dried Tomatoes And Scallions,indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
260d8507-4a0f-4054-9833-682b9ca6fae6,Egg Sholay Kebab Recipe,indian,hard,25,standard,non_veg,Egg Sholay Kebab Recipe,indian|main|south_indian|spicy|savory|non-veg|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
ba9f2f31-3cc6-4303-ad8f-2a657303c7a6,Egg White Cheese Scrambled Eggs With Spinach & Caramelized Onion Recipe,indian,easy,25,standard,non_veg,Egg White Cheese Scrambled Eggs With Spinach & Caramelized Onion Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
04aa2ea4-d778-49cb-b840-4deafb8c3c0f,Eggless Coffee Souffle Recipe With Chocolate Sauce,indian,medium,25,standard,non_veg,Eggless Coffee Souffle Recipe With Chocolate Sauce,indian|main|sweet|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
65aeafad-b018-4dc7-a0d3-6c60375bd5f7,Goan style Caril De Camarao Recipe (Prawn Curry Recipe),indian,easy,25,standard,non_veg,Goan Caril De Camarao Recipe (Prawn Curry Recipe),indian|curry|main|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
a77464f7-2e01-4ed4-bad9-4ca33a465ee8,Grilled Chicken With Vegetables Recipe,indian,medium,25,standard,non_veg,Grilled Chicken With Vegetables Recipe,indian|main|spicy|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
99dd0fbc-4171-430e-87b2-f73c7a803336,Homemade Loaded Chicken Nachos Recipe,indian,easy,25,standard,non_veg,Homemade Loaded Chicken Nachos Recipe,indian|main|spicy|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
84f878d5-9300-4efb-bbc0-0c2cbd910bc3,Karela Aur Baingan Ki Sabzi Recipe - Bitter Gourd Brinjal Sabzi,indian,medium,25,standard,vegetarian,Karela Aur Baingan Ki Sabzi Recipe - Bitter Gourd Brinjal Sabzi,indian|main|north_indian|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
933575dc-6589-49b6-a8d3-adae2e2bdbab,Kashmiri Dahi Baingan Recipe,indian,medium,25,standard,vegetarian,Kashmiri Dahi Baingan Recipe,indian|main|north_indian|spicy|sour|savory|non-veg|gluten_free|nut_free|halal,nonveg_tags_without_meat_words
b4186d89-1cbe-42d8-a52e-0d47ac0e9b40,Khatte Baingan Recipe,indian,medium,25,standard,vegetarian,Khatte Baingan Recipe,indian|main|spicy|sour|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
1ceb6c05-dd2e-41e0-884b-2741b30f9f69,Malvani Mutton Curry Recipe,indian,medium,25,standard,non_veg,Malvani Mutton Curry Recipe,indian|curry|main|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
9c961fb8-f7e6-4ee6-b91c-004d0505e0f0,Masala Bhurji Cheese Sandwich Recipe,indian,easy,25,standard,vegetarian,Masala Bhurji Cheese Sandwich Recipe,indian|curry|main|spicy|savory|non-veg|nut_free|halal,nonveg_tags_without_meat_words
29820e4a-64ea-4db2-b645-cbbe80267df6,Meat Masala Stuffed Bharwa Baingan Recipe,indian,easy,25,standard,vegetarian,Meat Masala Stuffed Bharwa Baingan Recipe,indian|curry|main|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
5f44168c-2df1-4648-89c1-c1dcd4e6f125,"Mexican Breakfast Tortilla, Fried Eggs & Black Beans With Salsa Recipe",indian,easy,25,standard,non_veg,"Mexican Breakfast Tortilla, Fried Eggs & Black Beans With Salsa Recipe",indian|main|savory|non-veg|gluten_free|dairy_free|nut_free|halal,nonveg_tags_without_meat_words
