id,title,cuisine,difficulty,total_time,variant_type,protein_type,base_recipe,issues
51b22884-f1bf-41a3-9000-03d3c95ccd3d,Whole Wheat Chocolate Cinnamon Cupcakes Recipe,indian,easy,35,standard,vegetarian,Whole Wheat Chocolate Cinnamon Cupcakes Recipe,veg_tags_with_meat_words
b37e17ef-1376-4643-9da4-d4e6594f93ab,Baked Paneer Bread Pakora Recipe,indian,medium,40,standard,vegetarian,Baked Paneer Bread Pakora Recipe,veg_tags_with_meat_words
28e970f1-dfc1-4a92-80b5-3fcf4ffb3899,Bell Pepper & Cheese Macaroni Recipe,indian,easy,40,standard,vegetarian,Bell Pepper & Cheese Macaroni Recipe,veg_tags_with_meat_words
55e4cb1f-5781-4722-8980-603cd6c0ec71,Broccoli & Water Chestnut Soup Recipe,indian,easy,40,standard,vegetarian,Broccoli & Water Chestnut Soup Recipe,veg_tags_with_meat_words
37dd2317-d53d-4f93-be54-e017407028b0,Buckwheat Apple Cinnamon Loaf Cake Recipe,indian,medium,40,standard,vegetarian,Buckwheat Apple Cinnamon Loaf Cake Recipe,veg_tags_with_meat_words
9646d401-e8ca-40d8-875b-801f8e4baa2c,Burnt Garlic Veg Fried Rice Recipe,indian,medium,40,standard,vegetarian,Burnt Garlic Veg Fried Rice Recipe,veg_tags_with_meat_words
2f18a601-6f02-432d-839c-4ade08787bb7,Cheddar Beer Bread Recipe - Cheesy Bread Recipe,indian,easy,40,standard,vegetarian,Cheddar Beer Bread Recipe - Cheesy Bread Recipe,veg_tags_with_meat_words
98b118f4-c267-42a3-accd-505bc587eda6,Chilli Paneer Recipe -Indo Chinese,indian,medium,40,standard,vegetarian,Chilli Paneer Recipe -Indo Chinese,veg_tags_with_meat_words
2acbc0d2-b157-4802-837e-3fe62c1260d2,Chinese Darsaan Recipe With Ice Cream,indian,medium,40,standard,vegetarian,Chinese Darsaan Recipe With Ice Cream,veg_tags_with_meat_words
4ee6e39c-9f6d-4ddc-b88e-428f24a2808a,Corn Cheese Balls Recipe,indian,medium,40,standard,vegetarian,Corn Cheese Balls Recipe,veg_tags_with_meat_words
db6cb719-196b-4bcd-b179-cae97dbbf9b5,Crunchy Ginger Capsicum Rice Recipe,indian,easy,40,standard,vegetarian,Crunchy Ginger Capsicum Rice Recipe,veg_tags_with_meat_words
7e1e34c6-4772-419a-a009-bce48c9f322b,Foxtail Millet Pilaf Recipe,indian,medium,40,standard,vegetarian,Foxtail Millet Pilaf Recipe,veg_tags_with_meat_words
f70c7efe-a5da-4231-9bda-504cfaff2d34,Ginger Teriyaki Rice Recipe,indian,easy,40,standard,vegetarian,Ginger Teriyaki Rice Recipe,veg_tags_with_meat_words
a0b5e217-428c-4a68-9539-d4cf5101b7fa,Ginger Turkey Rice Recipe - Ginger Teriyaki Rice Recipe,indian,easy,40,standard,vegetarian,Ginger Turkey Rice Recipe - Ginger Teriyaki Rice Recipe,veg_tags_with_meat_words
d42a6c07-6914-4cc9-bfe4-674e0467155e,Grilled Cherry Tomato Pickle Recipe,indian,easy,40,standard,vegetarian,Grilled Cherry Tomato Pickle Recipe,veg_tags_with_meat_words
be4e4e29-048e-4f83-a7e2-c492c19d789d,Halloumi Bruschetta Recipe with Tomato and Roasted Red Capsicum,indian,easy,40,standard,vegetarian,Halloumi Bruschetta Recipe with Tomato and Roasted Red Capsicum,veg_tags_with_meat_words
843e2783-0298-400a-bd22-07414a1a74a9,Indo-Chinese Paneer Manchurian Recipe,indian,medium,40,standard,vegetarian,Indo-Chinese Paneer Manchurian Recipe,veg_tags_with_meat_words
2f07b6a1-c0e2-4283-ba2a-8a28a32e0706,Instant Tindora And Carrot Pickle Recipe,indian,hard,40,standard,vegetarian,Instant Tindora And Carrot Pickle Recipe,veg_tags_with_meat_words
b438b6d3-0408-4376-a01d-96b9f2b55d18,Kala Chana Pilaf Recipe,indian,medium,40,standard,vegetarian,Kala Chana Pilaf Recipe,veg_tags_with_meat_words
b04114f7-fb90-4093-953c-13ca0016ec9c,Kerala Style Varutharacha Sambar Recipe - Tangy Coconut Sambar Recipe,indian,hard,40,standard,vegetarian,Kerala Varutharacha Sambar Recipe - Tangy Coconut Sambar Recipe,veg_tags_with_meat_words
97fe7c7e-37c7-44ef-b22c-83979c60c62e,Khara Bhath Recipe-South Indian Rava Bhath,indian,hard,40,standard,vegetarian,Khara Bhath Recipe-South Indian Rava Bhath,veg_tags_with_meat_words
0e85d663-131c-4f52-bea1-ed6810a688f2,Mexican Style Capirotada Recipe-Bread Pudding Recipe,indian,easy,40,standard,vegetarian,Mexican Capirotada Recipe-Bread Pudding Recipe,veg_tags_with_meat_words
7ad50ec2-db14-4137-ab02-66c543dd5858,Palak Baingan Ki Sabzi - Recipe in Hindi,indian,medium,40,standard,vegetarian,Palak Baingan Ki Sabzi - Recipe in Hindi,veg_tags_with_meat_words
35cf1a4f-5368-4cf8-b90b-8df8d4ca31fe,Paneer Shashlik Sizzler Recipe,indian,medium,40,standard,vegetarian,Paneer Shashlik Sizzler Recipe,veg_tags_with_meat_words
e7a4d892-434c-43f1-a18a-e41d2c77c616,Pasta Primavera With Fresh Basil Recipe,indian,hard,40,standard,vegetarian,Pasta Primavera With Fresh Basil Recipe,veg_tags_with_meat_words
fc7c8bc4-8513-48cb-97bb-0c048b056225,Pasta Salad With Broccoli & Feta Cheese Recipe,indian,easy,40,standard,vegetarian,Pasta Salad With Broccoli & Feta Cheese Recipe,veg_tags_with_meat_words
93ee0d6d-7dbb-4921-bd24-519382014743,Potato Vindaloo Recipe,indian,hard,40,standard,vegetarian,Potato Vindaloo Recipe,veg_tags_with_meat_words
df260b0c-4a12-41c2-9cf4-7bc4b8f30e1d,Raw Mango And Spring Onion Chutney Recipe,indian,easy,40,standard,vegetarian,Raw Mango And Spring Onion Chutney Recipe,veg_tags_with_meat_words
151033a2-c870-4749-94ab-ddb738af2e9f,Roasted Cauliflower Salad With Quinoa & Garlic Yogurt Recipe,indian,medium,40,standard,vegetarian,Roasted Cauliflower Salad With Quinoa & Garlic Yogurt Recipe,veg_tags_with_meat_words
85deed68-a2b6-45c3-83bf-03f93c981a2d,Vegetable Quinoa Patty Recipe,indian,medium,40,standard,vegetarian,Vegetable Quinoa Patty Recipe,veg_tags_with_meat_words
2082a106-71df-4a8f-a3c1-2ed9a108ed60,Bell Pepper & Parsley Rice Recipe,indian,medium,45,standard,vegetarian,Bell Pepper & Parsley Rice Recipe,veg_tags_with_meat_words
93bbe462-9a3e-46bd-8556-8c1fab0859e9,Bell Pepper & Parsley Rice Recipe - Bell Pepper & Parsley Rice Recipe,indian,medium,45,standard,vegetarian,Bell Pepper & Parsley Rice Recipe - Bell Pepper & Parsley Rice Recipe,veg_tags_with_meat_words
4c333eeb-671f-4700-b6ca-78c3af6df127,Calamari Roast Recipe (Kerala Style Squid),indian,hard,45,standard,vegetarian,Calamari Roast Recipe (Kerala Squid),veg_tags_with_meat_words
5ad6afab-d849-4849-801b-e71d4339100a,Chenai Kizhangu Poricha Kootu Recipe (Tamil Nadu Style Yam Cooked in Coconut Gravy),indian,hard,45,standard,vegetarian,Chenai Kizhangu Poricha Kootu Recipe (Tamil Nadu Yam Cooked in Coconut Gravy),veg_tags_with_meat_words
d822fa2b-aff7-47ae-9134-dcc22acecea4,Coimbatore Style Drumstick Sambar Recipe,indian,hard,45,standard,vegetarian,Coimbatore Drumstick Sambar Recipe,veg_tags_with_meat_words
d3a34835-3b8e-4b66-b1d9-29163c633611,Kerala Style Kappa Ulathiyathu Recipe - Tapioca Stir Fry Recipe,indian,easy,45,standard,vegetarian,Kerala Kappa Ulathiyathu Recipe - Tapioca Stir Fry Recipe,veg_tags_with_meat_words
8100f95d-2020-479a-9edc-d96a62ce4f2f,Paneer Gassi Recipe,indian,hard,45,standard,vegetarian,Paneer Gassi Recipe,veg_tags_with_meat_words
4a006b22-da66-4a57-b3f3-afbb0bdd489c,Sour Sweet Radish Key Vegetable Recipe-Sweet And Tangy Radish Dry Recipe,indian,easy,45,standard,vegetarian,Sour Sweet Radish Key Vegetable Recipe-Sweet And Tangy Radish Dry Recipe,veg_tags_with_meat_words
0278d0ee-afb1-4963-8ce1-5471039ed269,Veg Makhanwala Recipe - North Indian Mixed Vegetables Gravy,indian,hard,45,standard,vegetarian,Veg Makhanwala Recipe - North Indian Mixed Vegetables Gravy,veg_tags_with_meat_words
1bbe5676-bf4c-4522-9670-ad6191d8fd34,Vegetable Paella Recipe (Spanish Style Vegetable Rice),indian,hard,45,standard,vegetarian,Vegetable Paella Recipe (Spanish Vegetable Rice),veg_tags_with_meat_words
0b7bff56-f431-4347-954a-4aeb8fefd8f5,Whole Wheat Fruit and Nut Cup Cake Recipe,indian,easy,45,standard,vegetarian,Whole Wheat Fruit and Nut Cup Cake Recipe,veg_tags_with_meat_words
ed6f10dd-7cd4-4575-87f2-7f07e17aed44,Achari Aloo Parwal Sabzi Recipe (Pointed Gourd And Potato Stir Fry In Pickle Spices),indian,medium,50,standard,vegetarian,Achari Aloo Parwal Sabzi Recipe (Pointed Gourd And Potato Stir Fry In Pickle Spices),veg_tags_with_meat_words
9f015644-3a72-426e-8196-c26ee0b0431d,Aromatic Vegetable Pulao Recipe,indian,medium,50,standard,vegetarian,Aromatic Vegetable Pulao Recipe,veg_tags_with_meat_words
a9ed94dc-0e38-4bd5-8f61-b1271cfbf89b,Bangkok Coconut Curry Noodle Bowl Recipe,indian,hard,50,standard,vegetarian,Bangkok Coconut Curry Noodle Bowl Recipe,veg_tags_with_meat_words
e85b982d-be91-4cb4-b8d8-f24d8d0101ab,Bengali Langcha Recipe With Mawa,indian,medium,50,standard,vegetarian,Bengali Langcha Recipe With Mawa,veg_tags_with_meat_words
71e3f6cf-74f9-40cf-80bf-99b98c9331a8,Broken Wheat and Mixed Millet Upma Recipe,indian,medium,50,standard,vegetarian,Broken Wheat and Mixed Millet Upma Recipe,veg_tags_with_meat_words
c86a1118-c899-4ee4-b32f-cbe4b564c2eb,Burmese Samosa Soup Recipe,indian,hard,50,standard,vegetarian,Burmese Samosa Soup Recipe,veg_tags_with_meat_words
db981c67-fe88-4900-bcc9-33d47bcf6c00,Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn,indian,hard,50,standard,vegetarian,Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn,veg_tags_with_meat_words
57b1a527-b4a4-4c23-bb1a-465e5b88f3fc,Chipotle Roasted Mushroom Vegetarian Quesadilla Recipe,indian,easy,50,standard,vegetarian,Chipotle Roasted Mushroom Vegetarian Quesadilla Recipe,veg_tags_with_meat_words
f22058d5-269b-46b7-81d9-f53c398afdb5,Creamy Mixed Vegetable Risotto Recipe,indian,medium,50,standard,vegetarian,Creamy Mixed Vegetable Risotto Recipe,veg_tags_with_meat_words
6763f2df-10eb-41be-9125-1ac1b95aa970,Creamy Mushroom Risotto Recipe,indian,medium,50,standard,vegetarian,Creamy Mushroom Risotto Recipe,veg_tags_with_meat_words
a3f48c55-6256-4be0-9fb1-f4d79416cfba,Fada Ni Khichdi Recipe,indian,medium,50,standard,vegetarian,Fada Ni Khichdi Recipe,veg_tags_with_meat_words
4ab2545f-df2b-4815-b63a-bdc8606794a3,Fruit And Nut Lauki Brownies Recipe,indian,easy,50,standard,vegetarian,Fruit And Nut Lauki Brownies Recipe,veg_tags_with_meat_words
015cf66e-c2c3-444b-a1be-a8d811503fab,Fusion Spinach Parathas With Onion Tomato Salsa Recipe,indian,medium,50,standard,vegetarian,Fusion Spinach Parathas With Onion Tomato Salsa Recipe,veg_tags_with_meat_words
eb7c84c2-e659-413b-af9d-5f4f61ad11d0,Hearty Vegetable Tortilla Soup Recipe,indian,medium,50,standard,vegetarian,Hearty Vegetable Tortilla Soup Recipe,veg_tags_with_meat_words
ca357e23-d4a8-43a8-8391-67cd48fbcd31,Kerala Style Cauliflower Kurma Recipe,indian,medium,50,standard,vegetarian,Kerala Cauliflower Kurma Recipe,veg_tags_with_meat_words
2ca73191-7fe9-4ec7-8ba9-eb2fb582c32a,Konkani Style Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,indian,easy,50,standard,vegetarian,Konkani Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,veg_tags_with_meat_words
a99b5368-3ee5-4e2f-ab03-e7d6f6968231,Korean Style Kimchi Udon Stir Fry with Scallions Recipe,indian,easy,50,standard,vegetarian,Korean Kimchi Udon Stir Fry with Scallions Recipe,veg_tags_with_meat_words
a48c9770-5906-4a42-bd9d-0ee8bb183f76,Lab E Shireen Recipe,indian,medium,50,standard,vegetarian,Lab E Shireen Recipe,veg_tags_with_meat_words
08deb4a3-1e13-4f52-8f1d-4c3a8bd164ff,Maharashtrian Style Dashmi Roti Recipe (Jaggery Flatbread),indian,easy,50,standard,vegetarian,Maharashtrian Dashmi Roti Recipe (Jaggery Flatbread),veg_tags_with_meat_words
94c1a0fe-f2da-4eaf-a19e-669f4ed1e18f,Malabar Style Ney Pathiri Recipe (Fried Masala Rice Puri),indian,easy,50,standard,vegetarian,Malabar Ney Pathiri Recipe (Fried Masala Rice Puri),veg_tags_with_meat_words
18860970-82d5-400b-81c2-e44fb49316bb,Mangalorean Neer Dosa Recipe-Savory Rice & Coconut Crepe,indian,medium,50,standard,vegetarian,Mangalorean Neer Dosa Recipe-Savory Rice & Coconut Crepe,veg_tags_with_meat_words
781f576d-d2d0-4d65-806e-3ebd0eac6187,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,indian,medium,50,standard,vegetarian,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,veg_tags_with_meat_words
f2209a83-5611-4ceb-9f18-238329038128,Mixed Vegetable Handvo Recipe - Savory Rice & Lentil Cake,indian,hard,50,standard,vegetarian,Mixed Vegetable Handvo Recipe - Savory Rice & Lentil Cake,veg_tags_with_meat_words
8775a100-929f-4c7e-b93d-023d9d223da7,Mochiko Dango Recipe - Sweet Japanese Dumplings,indian,easy,50,standard,vegetarian,Mochiko Dango Recipe - Sweet Japanese Dumplings,veg_tags_with_meat_words
a88f1f7c-da49-4fc9-9ece-02fde5e37560,Pan Roasted Herbed Baby Potato Recipe With Vegetables,indian,easy,50,standard,vegetarian,Pan Roasted Herbed Baby Potato Recipe With Vegetables,veg_tags_with_meat_words
66db8546-feb2-428d-842f-73d32d8492a2,Paneer Darts Momo Recipe,indian,medium,50,standard,vegetarian,Paneer Darts Momo Recipe,veg_tags_with_meat_words
7c7b23d8-5c76-4d2e-b1cd-60c0f32ae5e6,"Peas, Corn & Paneer Savory Hand Pies Recipe",indian,medium,50,standard,vegetarian,"Peas, Corn & Paneer Savory Hand Pies Recipe",veg_tags_with_meat_words
69b9451c-9a9e-49bf-9bf7-51d2244411fd,Potato Cabbage Pea Vegetable Recipe,indian,easy,50,standard,vegetarian,Potato Cabbage Pea Vegetable Recipe,veg_tags_with_meat_words
d7b36bd3-83fa-422f-80ef-f44aa2f08f7f,Pumpkin Hummus Recipe,indian,medium,50,standard,vegetarian,Pumpkin Hummus Recipe,veg_tags_with_meat_words
f43b5e9e-e55d-404e-b2f3-354d9d3b1547,Satsaagi Recipe - Sindhi Seven Vegetable Sabzi No Onion No Garlic,indian,hard,50,standard,vegetarian,Satsaagi Recipe - Sindhi Seven Vegetable Sabzi No Onion No Garlic,veg_tags_with_meat_words
ec29bc40-cc98-422e-8752-b5f4957cd758,Spinach And Tortellini Soup Recipe,indian,hard,50,standard,vegetarian,Spinach And Tortellini Soup Recipe,veg_tags_with_meat_words
bb814ecd-fdcf-4c99-b8ce-9a8857afb77c,Sutlac Recipe - Rose Infused Turkish Rice Pudding,indian,medium,50,standard,vegetarian,Sutlac Recipe - Rose Infused Turkish Rice Pudding,veg_tags_with_meat_words
159a9374-73ec-4500-8ba5-0237e9c67c57,Tisrayanche Suke Recipe (Goan Clams Dry),indian,easy,50,standard,vegetarian,Tisrayanche Suke Recipe (Goan Clams Dry),veg_tags_with_meat_words
0c5d9618-d908-42f2-b0ff-f589da0cd785,Bharwa Baingan Aur Pyaaz Ki Sabzi (Recipe in Hindi),indian,medium,55,standard,vegetarian,Bharwa Baingan Aur Pyaaz Ki Sabzi (Recipe in Hindi),veg_tags_with_meat_words
9393f3a3-7376-481b-b814-7823f6de2078,Chinese Style Stir Fried Water Chestnut with Vegetables Recipe,indian,easy,55,standard,vegetarian,Chinese Stir Fried Water Chestnut with Vegetables Recipe,veg_tags_with_meat_words
414c92d1-48cf-4511-b140-32f7edc4b895,Honey Roasted Sweet Potato With Red Onions Recipe,indian,easy,55,standard,vegetarian,Honey Roasted Sweet Potato With Red Onions Recipe,veg_tags_with_meat_words
711b8a0b-eea5-4b50-af6e-49b4b0f90f01,Kimami Sewai Recipe,indian,medium,55,standard,vegetarian,Kimami Sewai Recipe,veg_tags_with_meat_words
25573be5-2e28-45ce-a9a9-8cc17ed36d15,Lau Er Kofta Curry Recipe (Bengali Style Doodhi Dumplings In Tomato Based Gravy),indian,hard,55,standard,vegetarian,Lau Er Kofta Curry Recipe (Bengali Doodhi Dumplings In Tomato Based Gravy),veg_tags_with_meat_words
48c3093f-1112-461f-bb56-0b310072437a,Malabar Parrot Recipe - Kerala Parrot Recipe,indian,easy,55,standard,vegetarian,Malabar Parrot Recipe - Kerala Parrot Recipe,veg_tags_with_meat_words
b904216f-dff6-4677-b3cb-f5aab367d894,Mini Naan Recipe With Pindi Chole,indian,hard,55,standard,vegetarian,Mini Naan Recipe With Pindi Chole,veg_tags_with_meat_words
10f45e71-0fd8-4a98-9f86-b16eff35e395,Moroccan Chickpeas Curry with Quinoa and Coriander Curd Recipe,indian,medium,55,standard,vegetarian,Moroccan Chickpeas Curry with Quinoa and Coriander Curd Recipe,veg_tags_with_meat_words
a190fa20-8ff4-438a-8c3c-7d3c39f89196,Nagli/Ragi Laddu Recipe,indian,easy,55,standard,vegetarian,Nagli/Ragi Laddu Recipe,veg_tags_with_meat_words
bd38bb4a-d894-4eee-b2e7-32d8adb8cc4b,Rose Greek Yogurt Dessert Recipe With Pista & Coconut,indian,medium,55,standard,vegetarian,Rose Greek Yogurt Dessert Recipe With Pista & Coconut,veg_tags_with_meat_words
827248b8-807d-4c0d-bd43-7c4d1eb9cd8d,Soft & Delicious Ragi Mudde Recipe - Karnataka Style Ragi Balls,indian,easy,55,standard,vegetarian,Soft & Delicious Ragi Mudde Recipe - Karnataka Ragi Balls,veg_tags_with_meat_words
8fb4d456-9604-40ba-9282-5d4eff34b611,Spiced Cauliflower And Almond Soup Recipe,indian,medium,55,standard,vegetarian,Spiced Cauliflower And Almond Soup Recipe,veg_tags_with_meat_words
3a0630a9-9358-44c5-b277-00884d178370,Sweet And Spicy Thai Style Paneer Recipe,indian,hard,55,standard,vegetarian,Sweet And Spicy Thai Paneer Recipe,veg_tags_with_meat_words
c89629f2-48e1-4451-b5a6-9c15138cb65e,Veechu Parotta Or Ceylon Parotta Recipe,indian,easy,55,standard,vegetarian,Veechu Parotta Or Ceylon Parotta Recipe,veg_tags_with_meat_words
3c07f823-33dd-44d4-82a2-bb40d502585a,Vegetarian Potato Hash Recipe,indian,hard,55,standard,vegetarian,Vegetarian Potato Hash Recipe,veg_tags_with_meat_words
b9479ae3-571e-4e5c-ba57-e15db6fa6b05,Ari Pathiri Recipe | Malabar Rice Flatbread Recipe,indian,easy,60,standard,vegetarian,Ari Pathiri Recipe | Malabar Rice Flatbread Recipe,veg_tags_with_meat_words
31681d5f-7841-4b47-816b-27348f91f75d,Bengali Style Mixed Vegetable Sweet Pilaf Recipe,indian,hard,60,standard,vegetarian,Bengali Mixed Vegetable Sweet Pilaf Recipe,veg_tags_with_meat_words
31bf7799-14c5-4179-a0a5-e822e897f176,Blueberry Fool Recipe - Quick Dessert with Whipped Cream & Fresh Berries,indian,medium,60,quick,vegetarian,Blueberry Fool Recipe - Dessert with Whipped Cream & Fresh Berries,veg_tags_with_meat_words|quick_keyword_but_long_total_time
fad1be33-94c3-4446-aaa1-864fef439429,Coorg Style Kadumbuttu/Kadambuttu Recipe (Steamed Rice Balls Recipe),indian,easy,60,standard,vegetarian,Coorg Kadumbuttu/Kadambuttu Recipe (Steamed Rice Balls Recipe),veg_tags_with_meat_words
cc89ac8b-f918-48a2-a8f5-e7f712fb6419,Fluffy & Crispy Cheese Herbed Biscuits Recipe,indian,easy,60,standard,vegetarian,Fluffy & Crispy Cheese Herbed Biscuits Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
8f5a99c4-bd3e-4d28-a3c4-af945fcd2131,Four Cheese and Spinach Stuffed Mushrooms Recipe,indian,hard,60,standard,vegetarian,Four Cheese and Spinach Stuffed Mushrooms Recipe,veg_tags_with_meat_words
1c610faa-364c-40e0-9b2b-ec0e7c57aca4,Kesar-Pista White Chocolate Truffles Recipe,indian,easy,60,standard,vegetarian,Kesar-Pista White Chocolate Truffles Recipe,veg_tags_with_meat_words
4faf1db0-b61a-41d8-972e-e19773fab6f2,Mexican Sizzler Recipe,indian,hard,60,standard,vegetarian,Mexican Sizzler Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
a4aa7043-6e0e-41f2-9021-ae6e65e69111,Penne With Creamy Pumpkin Sauce Recipe With Broccoli,indian,easy,60,standard,vegetarian,Penne With Creamy Pumpkin Sauce Recipe With Broccoli,veg_tags_with_meat_words
76bc2694-f620-43bb-b04e-589caa5a5dc9,Quinoa Veg Soup (Bolivian Style Stew) Recipe,indian,medium,60,standard,vegetarian,Quinoa Veg Soup (Bolivian Stew) Recipe,veg_tags_with_meat_words
e1afe6ed-0125-4b6d-a7ed-54d9cb45c687,Roasted Vegetable Pasta Primavera Recipe,indian,hard,60,standard,vegetarian,Roasted Vegetable Pasta Primavera Recipe,veg_tags_with_meat_words
fe6a58f9-e0ab-4565-bcf4-65a8d9ac6d15,Spaghetti Pasta Recipe in Basil Pesto Sauce,indian,easy,60,standard,vegetarian,Spaghetti Pasta Recipe in Basil Pesto Sauce,veg_tags_with_meat_words
6a227cc5-f04c-4113-a0bb-1903b2739d6d,Sweet Potato & Lentil Tacos Recipe With Cranberries,indian,hard,60,standard,vegetarian,Sweet Potato & Lentil Tacos Recipe With Cranberries,veg_tags_with_meat_words
29cc71e4-ec80-4c86-9897-e6957b3536da,Sweet Potato Pineapple Skewers In Spicy Sweetish Peanut Dip Recipe,indian,medium,60,standard,vegetarian,Sweet Potato Pineapple Skewers In Spicy Sweetish Peanut Dip Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
a485acad-ff70-49ab-9ab4-777ef6557646,Vegan Cucumber Semolina Cake Recipe,indian,easy,60,standard,vegetarian,Vegan Cucumber Semolina Cake Recipe,veg_tags_with_meat_words
63697df5-eeb6-4264-a4d3-a840c4337280,Vegan Guilt Free Chocolate Espresso Mousse Recipe,indian,medium,60,standard,vegetarian,Vegan Guilt Free Chocolate Espresso Mousse Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
7626dc9b-bb6d-4497-be28-066290b733b7,Vegetable Rice Upma Recipe,indian,hard,60,standard,vegetarian,Vegetable Rice Upma Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
1afd4b50-ab67-4e94-a9ef-c7c6733bfde1,Capsicum Masala Poriyal Recipe (South Indian Style Bell Pepper Stir Fry),indian,medium,63,standard,vegetarian,Capsicum Masala Poriyal Recipe (South Indian Bell Pepper Stir Fry),veg_tags_with_meat_words
771f3df3-521f-4cb2-9426-dc1cf5524560,Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms,indian,hard,65,standard,vegetarian,Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms,veg_tags_with_meat_words
425dd19a-6223-4075-af8b-ba52eea121f4,Refried Beans and Mushroom Tostada Recipe,indian,hard,65,standard,vegetarian,Refried Beans and Mushroom Tostada Recipe,veg_tags_with_meat_words
cd497bb8-38ef-4ccf-9686-3935a638837a,Spring Onion & Roasted Garlic Brown Rice Recipe,indian,hard,65,standard,vegetarian,Spring Onion & Roasted Garlic Brown Rice Recipe,veg_tags_with_meat_words
23104446-11ef-4a4c-8aff-add6750ffd75,Spring Onion & Roasted Garlic Brown Rice Recipe,indian,hard,65,standard,vegetarian,Spring Onion & Roasted Garlic Brown Rice Recipe,veg_tags_with_meat_words
e1e4c39e-f6f9-4fde-b30e-0407d1c2e310,Traditional Whole Gobi Musallam Recipe,indian,hard,65,traditional,vegetarian,Whole Gobi Musallam Recipe,veg_tags_with_meat_words
c4c8a19c-04c5-4185-9f79-485966df0e1a,Twin In One Bread Loaf Recipe,indian,medium,65,standard,vegetarian,Twin In One Bread Loaf Recipe,veg_tags_with_meat_words
41e7cc3c-a2f3-4f6d-b1a9-3c5aa37b2b97,Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters),indian,hard,70,standard,vegetarian,Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters),veg_tags_with_meat_words|quick_keyword_but_long_total_time
f8c3dced-cbb1-45cd-a8d7-ca403f972185,Kerala Style Chakka Chased Ari Payasam Recipe - Jagapriyat Brown Rice Kahir,indian,medium,70,standard,vegetarian,Kerala Chakka Chased Ari Payasam Recipe - Jagapriyat Brown Rice Kahir,veg_tags_with_meat_words|quick_keyword_but_long_total_time
0fa37d19-6e62-4586-8736-db9f8d3c5a40,Mixed Vegetable Dry Manchurian Recipe,indian,hard,70,standard,vegetarian,Mixed Vegetable Dry Manchurian Recipe,veg_tags_with_meat_words
3ffe360c-2b31-46e0-8457-b6a649410e09,Polenta Pizza With Vegetables Recipe,indian,medium,70,standard,vegetarian,Polenta Pizza With Vegetables Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
eb332a20-798f-470f-8528-a9467dd97410,Whole Wheat Pita Bread Recipe,indian,hard,70,standard,vegetarian,Whole Wheat Pita Bread Recipe,veg_tags_with_meat_words
133563fa-c826-4c93-897c-2427562da039,Zucchini Boats With Chickpeas In Tomato Hummus Recipe,indian,hard,70,standard,vegetarian,Zucchini Boats With Chickpeas In Tomato Hummus Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
aaa97a6b-f6e2-4be7-87d4-cb2ffb558fe3,Fennel Pesto Pull-Apart Bread Recipe,indian,hard,75,standard,vegetarian,Fennel Pesto Pull-Apart Bread Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
c0419cfe-e67f-44bd-bc4e-92c25155e323,Mushroom Cutlet Vegetarian Sizzler Recipe,indian,hard,75,standard,vegetarian,Mushroom Cutlet Vegetarian Sizzler Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
18ec0f30-8396-4c4f-940b-9580f0178896,Veg Shawarma Recipe,indian,hard,75,standard,vegetarian,Veg Shawarma Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
7e24440c-68e7-4667-b796-7e8243b08ee0,Beetroot Soft Tart Recipe,indian,hard,90,standard,vegetarian,Beetroot Soft Tart Recipe,veg_tags_with_meat_words|quick_keyword_but_long_total_time
b87b9ecb-8de4-4b17-b445-3f828a784727,Basbousa Recipe - Middle Eastern Semolina Cake,indian,medium,100,standard,vegetarian,Basbousa Recipe - Middle Eastern Semolina Cake,veg_tags_with_meat_words
1ac5ba63-c4dd-46f9-b3af-f8ec5c72a272,Herbed Cheesy Bun Recipe,indian,hard,100,standard,vegetarian,Herbed Cheesy Bun Recipe,veg_tags_with_meat_words
bcf2699a-a483-4433-a77a-fb9a16386189,Open Burger with Vegetable Patty Recipe,indian,hard,100,standard,vegetarian,Open Burger with Vegetable Patty Recipe,veg_tags_with_meat_words
d157cba4-326d-43a6-9630-b0a6d0a651ad,Vegan Gluten Free Banana Bread Recipe,indian,hard,100,standard,vegetarian,Vegan Gluten Free Banana Bread Recipe,veg_tags_with_meat_words
